,0
15,-16.36236000061035
16,2.9116947650909424
17,-14.01215934753418
18,-0.051010988652706146
19,-13.969159126281738
20,1.51088547706604
21,-16.55270004272461
22,1.2825220823287964
23,-11.87813949584961
24,8.658886909484863
25,-12.813425064086914
26,-2.264395236968994
0,1.0
1,0.5839914679527283
2,1039.2131603419602
3,718.5219549547867
4,2465.33203125
5,26.611328125
6,0.27894
7,-167.0932159423828
8,23.411144256591797
9,7.5335540771484375
10,-2.8226635456085205
11,-5.001865863800049
12,-5.707907199859619
13,-8.035426139831543
14,-6.574493408203125
15,-2.8872809410095215
16,0.8262874484062195
17,1.2612402439117432
18,-0.6751099228858948
19,-2.389871120452881
20,-0.004602551460266113
21,-2.8987514972686768
22,-0.46974173188209534
23,1.3994120359420776
24,1.909393072128296
25,-1.1955634355545044
26,-2.476461410522461
0,1.0
1,0.4929582178592682
2,886.1481648419012
3,623.5440818570515
4,2171.142578125
5,29.296875
6,0.21118
7,-219.6569366455078
8,62.542945861816406
9,-26.4915828704834
10,33.20631408691406
11,-39.135498046875
12,26.635906219482422
13,-38.6339111328125
14,18.93107032775879
15,-35.18572235107422
16,21.07028579711914
17,-20.286865234375
18,18.896793365478516
19,-19.207618713378906
20,14.95637321472168
21,-9.834285736083984
22,7.498069763183594
23,-10.04763126373291
24,3.243563413619995
25,-1.1423566341400146
26,2.1803460121154785
0,1.0
1,0.5412694215774536
2,893.4818495314732
3,634.0072278395085
4,2294.189453125
5,44.189453125
6,0.20383999999999997
7,-264.21502685546875
8,46.56696319580078
9,-2.696688652038574
10,4.554117679595947
11,-16.318742752075195
12,5.127285957336426
13,-18.78352928161621
14,1.073068618774414
15,-16.60918426513672
16,9.766471862792969
17,-11.447355270385742
18,4.623312473297119
19,-13.634811401367188
20,7.428614139556885
21,-12.774084091186523
22,4.1523237228393555
23,-11.80947208404541
24,7.266455173492432
25,-4.6753458976745605
26,2.2175698280334473
0,1.0
1,0.32282450795173645
2,577.9020250747692
3,507.98765553793874
4,2166.259765625
5,70.80078125
6,0.10688
7,-369.90545654296875
8,103.38749694824219
9,-6.404003143310547
10,-3.334925889968872
11,-30.392215728759766
12,11.631572723388672
13,-35.5427131652832
14,-1.234451174736023
15,-33.79838180541992
16,11.416521072387695
17,-24.58367156982422
18,8.479779243469238
19,-22.831626892089844
20,7.6107330322265625
21,-19.084259033203125
22,1.5998550653457642
23,-15.833433151245117
24,1.2340651750564575
25,-4.932064056396484
26,1.1522696018218994
0,1.0
1,0.4276786744594574
2,850.3908256712784
3,644.3356430463034
4,2406.25
5,60.546875
6,0.19541999999999998
7,-301.7802429199219
8,48.75832748413086
9,7.5992913246154785
10,-10.237863540649414
11,-6.1943817138671875
12,-4.996838569641113
13,-12.03788948059082
14,-11.878284454345703
15,-8.135099411010742
16,-3.0942118167877197
17,-5.613682746887207
18,-5.903907299041748
19,-6.790470123291016
20,-3.6378257274627686
21,-6.3835554122924805
22,-3.1740245819091797
23,-4.938090801239014
24,-0.6941432952880859
25,-3.7101573944091797
26,-4.637397766113281
0,1.0
1,0.47240951657295227
2,616.1419654441469
3,540.6433747690373
4,2288.57421875
5,66.40625
6,0.09948
7,-390.8517761230469
8,89.12959289550781
9,0.6298930644989014
10,-16.20408821105957
11,-14.018762588500977
12,-5.361362934112549
13,-28.130062103271484
14,-11.495940208435059
15,-13.055051803588867
16,1.213658332824707
17,-14.116754531860352
18,1.4048774242401123
19,-12.501367568969727
20,-0.8966405987739563
21,-13.898406982421875
22,1.0187450647354126
23,-10.599051475524902
24,7.147302150726318
25,-14.023777961730957
26,-3.2787647247314453
0,1.0
1,0.5233084559440613
2,939.2167143433769
3,673.9548071422131
4,2442.138671875
5,56.15234375
6,0.20612
7,-276.945068359375
8,37.17927932739258
9,8.054681777954102
10,-8.716398239135742
11,-6.06159782409668
12,-5.49953556060791
13,-10.078001022338867
14,-11.778326034545898
15,-7.584601402282715
16,-0.5438670516014099
17,-3.966921329498291
18,-2.894897699356079
19,-4.323681831359863
20,-2.367307186126709
21,-6.604250431060791
22,-6.018694877624512
23,-4.118599891662598
24,-0.37164705991744995
25,-2.559633255004883
26,-5.235795021057129
0,1.0
1,0.5835927128791809
2,929.4441410026386
3,634.5735472623079
4,2203.857421875
5,27.34375
6,0.25356
7,-196.19174194335938
8,49.82543182373047
9,-19.701766967773438
10,25.269115447998047
11,-30.0537109375
12,19.07978057861328
13,-32.84808349609375
14,12.874452590942383
15,-26.43424415588379
16,16.572933197021484
17,-18.79172134399414
18,15.201295852661133
19,-16.07427978515625
20,12.934473991394043
21,-13.208186149597168
22,4.883844375610352
23,-10.488852500915527
24,8.32917594909668
25,-4.637638568878174
26,5.748552322387695
0,1.0
1,0.5397360920906067
2,1038.7239746018504
3,684.2029783477618
4,2355.224609375
5,29.296875
6,0.22637999999999997
7,-217.4747314453125
8,24.11092758178711
9,-3.033184289932251
10,4.021865367889404
11,-13.106775283813477
12,-2.104471206665039
13,-16.21846580505371
14,2.525277614593506
15,-8.654422760009766
16,6.478528022766113
17,-7.780723571777344
18,5.219985008239746
19,-6.654448509216309
20,4.536816596984863
21,-10.613862991333008
22,5.617079257965088
23,-3.4542648792266846
24,7.673825740814209
25,-6.974785804748535
26,4.325358867645264
0,1.0
1,0.6009607911109924
2,910.1949143286998
3,658.0156887181629
4,2206.787109375
5,22.94921875
6,0.22884
7,-174.24557495117188
8,50.00850296020508
9,-10.070602416992188
10,28.917675018310547
11,-22.753332138061523
12,20.956069946289062
13,-22.660490036010742
14,15.469505310058594
15,-20.328216552734375
16,17.94553565979004
17,-13.368555068969727
18,14.797406196594238
19,-11.30972671508789
20,8.625349044799805
21,-8.669218063354492
22,4.2261857986450195
23,-9.780529975891113
24,-0.001757717109285295
25,-1.6270545721054077
26,3.525040864944458
0,1.0
1,0.5616149306297302
2,898.9989040081298
3,613.4786061621041
4,2155.2734375
5,33.935546875
6,0.23992000000000005
7,-225.877685546875
8,62.2284049987793
9,-28.57843017578125
10,34.343894958496094
11,-38.661865234375
12,30.3996639251709
13,-37.81464767456055
14,21.862960815429688
15,-32.259368896484375
16,20.66429328918457
17,-23.71613883972168
18,18.095565795898438
19,-17.621082305908203
20,10.058647155761719
21,-12.2500581741333
22,7.145449161529541
23,-7.453045845031738
24,2.3477728366851807
25,-1.9085948467254639
26,0.33466365933418274
0,1.0
1,0.604850172996521
2,1010.751063760036
3,653.7495520718201
4,2281.005859375
5,29.78515625
6,0.27318
7,-182.00550842285156
8,32.82405471801758
9,-10.508581161499023
10,14.515939712524414
11,-19.468460083007812
12,11.56486988067627
13,-20.400739669799805
14,9.850341796875
15,-19.668548583984375
16,13.131861686706543
17,-14.721603393554688
18,11.748762130737305
19,-15.3185396194458
20,11.940757751464844
21,-12.876241683959961
22,8.932472229003906
23,-11.0640287399292
24,10.09312915802002
25,-7.115267276763916
26,7.673214912414551
0,1.0
1,0.4161587059497833
2,601.5359830726077
3,507.18127887449407
4,2291.9921875
5,88.37890625
6,0.11861999999999999
7,-363.0032653808594
8,93.28936767578125
9,-7.678164005279541
10,-24.718128204345703
11,-17.31094741821289
12,-10.967202186584473
13,-30.33907699584961
14,-16.42234230041504
15,-14.737930297851562
16,0.22378388047218323
17,-13.118326187133789
18,-1.852073311805725
19,-13.451640129089355
20,0.23313793540000916
21,-14.891586303710938
22,-0.014927148818969727
23,-10.315070152282715
24,5.000649929046631
25,-15.635887145996094
26,-2.026036262512207
0,1.0
1,0.3901055157184601
2,584.0857998298358
3,520.7677027327424
4,2107.91015625
5,63.232421875
6,0.10880000000000001
7,-364.58502197265625
8,96.5510482788086
9,-3.9157981872558594
10,10.134133338928223
11,-38.46388626098633
12,14.568036079406738
13,-26.596637725830078
14,-2.8537018299102783
15,-32.2476692199707
16,7.2411346435546875
17,-13.896486282348633
18,-1.4678338766098022
19,-14.8204345703125
20,-4.931644439697266
21,-11.158858299255371
22,-6.591304779052734
23,-8.10270881652832
24,-6.8706254959106445
25,-1.7315689325332642
26,-1.1275553703308105
0,1.0
1,0.5206280946731567
2,977.1618898295867
3,677.7718700766725
4,2349.365234375
5,38.0859375
6,0.23193999999999998
7,-214.3721160888672
8,30.909347534179688
9,-1.0389387607574463
10,1.2888543605804443
11,-14.740194320678711
12,-0.26626262068748474
13,-16.500926971435547
14,-1.6405845880508423
15,-10.327949523925781
16,2.890533208847046
17,-9.119821548461914
18,4.152613639831543
19,-8.190938949584961
20,4.991091728210449
21,-8.922932624816895
22,5.724331855773926
23,-2.102161169052124
24,9.458017349243164
25,-7.470983982086182
26,1.8434617519378662
0,1.0
1,0.49496519565582275
2,813.9740912561771
3,604.8944166326022
4,2265.13671875
5,55.6640625
6,0.18536
7,-273.0931396484375
8,59.86872482299805
9,-3.7923388481140137
10,4.163737773895264
11,-22.996307373046875
12,7.867676734924316
13,-26.46864891052246
14,-1.0408174991607666
15,-24.18540382385254
16,9.87557315826416
17,-12.92125415802002
18,5.791421413421631
19,-13.683026313781738
20,8.693929672241211
21,-16.503267288208008
22,4.019586563110352
23,-14.12334156036377
24,9.25611686706543
25,-6.571412086486816
26,5.721113681793213
0,1.0
1,0.5513253808021545
2,1010.7658284055178
3,683.8197130504143
4,2341.796875
5,30.517578125
6,0.2756
7,-193.52810668945312
8,28.741954803466797
9,1.2989709377288818
10,3.760995864868164
11,-14.576031684875488
12,0.32256269454956055
13,-14.933721542358398
14,-1.9195064306259155
15,-12.3411865234375
16,8.620837211608887
17,-5.5925493240356445
18,5.877136707305908
19,-10.341144561767578
20,7.214162349700928
21,-8.321706771850586
22,3.5348973274230957
23,-6.463338375091553
24,8.865767478942871
25,-5.817805290222168
26,1.3083069324493408
0,1.0
1,0.5630171298980713
2,1069.8443222319652
3,719.8954600144604
4,2466.30859375
5,33.69140625
6,0.26098
7,-169.42210388183594
8,18.841482162475586
9,5.532121181488037
10,-3.7137436866760254
11,-6.6186652183532715
12,-7.014640808105469
13,-9.055587768554688
14,-7.578952789306641
15,-3.265585422515869
16,-1.0992381572723389
17,-2.244354248046875
18,-2.3144538402557373
19,-0.7783098220825195
20,-2.6622602939605713
21,-3.340167284011841
22,-1.9466890096664429
23,1.2813564538955688
24,2.4250130653381348
25,-0.56788569688797
26,-1.6112759113311768
0,1.0
1,0.4128751754760742
2,607.1862326313692
3,518.2034524317103
4,2287.841796875
5,80.56640625
6,0.1176
7,-372.68194580078125
8,92.13815307617188
9,-5.699693202972412
10,-21.62883186340332
11,-16.681509017944336
12,-7.660165309906006
13,-30.522205352783203
14,-14.187934875488281
15,-15.411540031433105
16,1.7594531774520874
17,-13.651113510131836
18,-0.22225980460643768
19,-14.015005111694336
20,1.2221028804779053
21,-16.110387802124023
22,1.2901675701141357
23,-10.617630004882812
24,6.04326868057251
25,-15.395060539245605
26,-1.8686048984527588
0,1.0
1,0.6223306059837341
2,924.3369451589558
3,621.9819735253158
4,2171.630859375
5,27.587890625
6,0.23121999999999998
7,-213.12008666992188
8,56.616546630859375
9,-28.606891632080078
10,31.43570327758789
11,-38.880638122558594
12,28.147937774658203
13,-35.079402923583984
14,20.88262176513672
15,-30.415882110595703
16,19.273073196411133
17,-19.38006019592285
18,16.437955856323242
19,-14.209195137023926
20,10.64244270324707
21,-9.498428344726562
22,4.099860191345215
23,-5.820321559906006
24,-0.010302603244781494
25,-0.2580670714378357
26,-1.6291043758392334
0,1.0
1,0.6560842394828796
2,962.6496595719618
3,622.4740399408308
4,2121.58203125
5,24.90234375
6,0.23576000000000003
7,-185.4827423095703
8,58.0240478515625
9,-36.873191833496094
10,44.75879669189453
11,-44.43316650390625
12,34.48065948486328
13,-37.922332763671875
14,25.022403717041016
15,-30.66720199584961
16,19.442434310913086
17,-19.220699310302734
18,13.99359130859375
19,-9.204948425292969
20,6.5193281173706055
21,-2.625108242034912
22,0.007140803150832653
23,-0.624721109867096
24,-6.137296199798584
25,5.749503135681152
26,-5.698824405670166
0,1.0
1,0.6458569765090942
2,1066.063501251594
3,690.3780439541277
4,2356.93359375
5,25.87890625
6,0.26389999999999997
7,-160.60238647460938
8,20.60506248474121
9,-1.5214951038360596
10,5.916152000427246
11,-10.840326309204102
12,0.8464334607124329
13,-13.082257270812988
14,1.8745977878570557
15,-8.478626251220703
16,7.7020769119262695
17,-4.54750919342041
18,4.309662342071533
19,-7.650242805480957
20,5.261292457580566
21,-7.9182257652282715
22,3.855353593826294
23,-3.405001401901245
24,7.577634334564209
25,-5.989624977111816
26,4.789928436279297
0,1.0
1,0.638972818851471
2,1060.2889319399085
3,687.3068654760528
4,2355.46875
5,28.564453125
6,0.23473999999999995
7,-191.3798828125
8,21.388364791870117
9,-2.635187864303589
10,3.284104585647583
11,-10.816277503967285
12,0.898523211479187
13,-14.836962699890137
14,2.432488203048706
15,-8.743467330932617
16,6.297647476196289
17,-8.630105972290039
18,5.698246002197266
19,-5.028205394744873
20,4.133645057678223
21,-10.327346801757812
22,5.609450340270996
23,-4.710230827331543
24,4.597534656524658
25,-5.634963035583496
26,3.8874030113220215
0,1.0
1,0.5493724942207336
2,872.3705578296464
3,617.0231503000173
4,2154.541015625
5,38.818359375
6,0.21276
7,-227.86648559570312
8,67.75607299804688
9,-28.48044776916504
10,33.56015396118164
11,-42.85503387451172
12,29.788249969482422
13,-42.378135681152344
14,18.187545776367188
15,-37.51259994506836
16,23.138288497924805
17,-23.80657196044922
18,18.81329345703125
19,-19.1805477142334
20,13.25579833984375
21,-12.141992568969727
22,3.4225730895996094
23,-9.936807632446289
24,1.9065980911254883
25,-1.7556291818618774
26,1.6433531045913696
0,1.0
1,0.5937732458114624
2,1001.7555924706228
3,670.2643638643511
4,2314.453125
5,30.76171875
6,0.26068
7,-174.0113983154297
8,30.628280639648438
9,-6.19643497467041
10,9.76402473449707
11,-16.345041275024414
12,6.093543529510498
13,-19.099966049194336
14,2.9319112300872803
15,-15.877252578735352
16,11.990996360778809
17,-10.064582824707031
18,9.941329002380371
19,-12.382535934448242
20,7.294490814208984
21,-8.328153610229492
22,5.12918758392334
23,-9.92737102508545
24,10.400869369506836
25,-7.935050010681152
26,6.796820640563965
0,1.0
1,0.3923422396183014
2,562.3270850626633
3,487.8609628544893
4,2119.62890625
5,70.3125
6,0.10691999999999999
7,-365.5615539550781
8,107.32768249511719
9,-5.949390411376953
10,-3.859762191772461
11,-32.11814880371094
12,11.429549217224121
13,-36.35573196411133
14,-3.0966904163360596
15,-33.847476959228516
16,8.819382667541504
17,-21.88724708557129
18,5.511549949645996
19,-19.999279022216797
20,1.8005155324935913
21,-13.436223983764648
22,-3.3109564781188965
23,-10.126375198364258
24,-5.595660209655762
25,0.8994449377059937
26,-0.5645638108253479
0,1.0
1,0.42884165048599243
2,611.9546796784423
3,527.335415465355
4,2113.525390625
5,55.17578125
6,0.0948
7,-398.9810791015625
8,99.52735900878906
9,-10.92744255065918
10,11.367921829223633
11,-34.062652587890625
12,21.514005661010742
13,-35.25370407104492
14,5.103592395782471
15,-30.040502548217773
16,13.66242504119873
17,-22.309572219848633
18,4.739130020141602
19,-17.842365264892578
20,2.413736343383789
21,-11.681467056274414
22,-1.9124771356582642
23,-7.124274253845215
24,-7.345492362976074
25,-0.32656174898147583
26,-3.0577139854431152
0,1.0
1,0.4792505204677582
2,593.7942587099553
3,516.5356059254576
4,2253.173828125
5,72.75390625
6,0.12108000000000003
7,-371.8465881347656
8,97.59310913085938
9,-1.230433702468872
10,-18.22805404663086
11,-18.41460418701172
12,-2.7060208320617676
13,-28.47113037109375
14,-14.053245544433594
15,-19.305252075195312
16,6.458786964416504
17,-15.997820854187012
18,4.285603046417236
19,-15.533784866333008
20,3.8561179637908936
21,-17.657245635986328
22,1.9587585926055908
23,-16.35680389404297
24,5.738602638244629
25,-10.062158584594727
26,-1.6758495569229126
0,1.0
1,0.3744080364704132
2,560.132542616301
3,493.95718067347104
4,2197.75390625
5,79.833984375
6,0.10557999999999998
7,-349.85028076171875
8,103.99652099609375
9,-4.389963626861572
10,-11.931093215942383
11,-27.82695960998535
12,2.71075439453125
13,-34.29036331176758
14,-10.527344703674316
15,-33.559852600097656
16,8.352286338806152
17,-23.631080627441406
18,6.840689659118652
19,-23.39674186706543
20,7.711523532867432
21,-21.005130767822266
22,4.025893688201904
23,-18.222427368164062
24,5.576992988586426
25,-6.978127479553223
26,2.6118438243865967
0,1.0
1,0.30178558826446533
2,684.3171207358248
3,582.4702772919162
4,2297.607421875
5,61.03515625
6,0.10528000000000001
7,-356.1515197753906
8,74.0412826538086
9,2.1399433612823486
10,-11.98723316192627
11,-10.420536041259766
12,-0.7117763757705688
13,-20.363292694091797
14,-9.04067611694336
15,-13.652755737304688
16,-0.5367637872695923
17,-15.476705551147461
18,-0.8955486416816711
19,-13.812921524047852
20,-0.5140279531478882
21,-13.278999328613281
22,0.6307713985443115
23,-12.386770248413086
24,2.933398723602295
25,-7.093420505523682
26,-1.6160087585449219
0,1.0
1,0.5951024293899536
2,1066.2939593535752
3,728.8117588186967
4,2466.064453125
5,28.80859375
6,0.26642
7,-163.35891723632812
8,19.906177520751953
9,8.046875953674316
10,-2.879981756210327
11,-5.478283405303955
12,-6.348405838012695
13,-7.938009738922119
14,-9.154085159301758
15,-3.41754150390625
16,1.2641099691390991
17,-0.7226272821426392
18,-1.2959401607513428
19,0.016647737473249435
20,-3.081477165222168
21,-2.5833168029785156
22,-2.1716408729553223
23,0.25879618525505066
24,-0.35019293427467346
25,1.7631107568740845
26,-2.1539080142974854
0,1.0
1,0.3789709806442261
2,608.0359892688114
3,529.94589941789
4,2279.296875
5,73.73046875
6,0.11829999999999999
7,-350.0444641113281
8,89.4442367553711
9,3.1960432529449463
10,-20.483211517333984
11,-14.881416320800781
12,-5.587985992431641
13,-25.3510684967041
14,-16.00052833557129
15,-16.668893814086914
16,0.42302626371383667
17,-14.293487548828125
18,-0.798416256904602
19,-14.328831672668457
20,0.5635582804679871
21,-15.643671989440918
22,-1.196223497390747
23,-11.839117050170898
24,5.361382961273193
25,-6.41524600982666
26,-3.865386962890625
0,1.0
1,0.5831507444381714
2,1004.6711683668458
3,652.7062401570641
4,2223.388671875
5,30.76171875
6,0.25721999999999995
7,-178.65647888183594
8,41.52799987792969
9,-20.543821334838867
10,23.629304885864258
11,-27.73334312438965
12,20.932649612426758
13,-30.2391357421875
14,18.604106903076172
15,-26.292926788330078
16,19.116275787353516
17,-20.391292572021484
18,19.19584846496582
19,-17.775405883789062
20,14.574528694152832
21,-13.74486255645752
22,10.648832321166992
23,-13.532295227050781
24,9.583066940307617
25,-7.645376682281494
26,6.166279315948486
0,1.0
1,0.6263038516044617
2,1043.630757496389
3,679.0064277593837
4,2350.5859375
5,33.935546875
6,0.258
7,-187.24000549316406
8,22.129756927490234
9,-3.675366163253784
10,5.4367547035217285
11,-12.2912015914917
12,0.8485876321792603
13,-13.353246688842773
14,-0.7989466786384583
15,-11.447552680969238
16,7.14296817779541
17,-5.044894218444824
18,6.405034065246582
19,-4.644806385040283
20,4.4290571212768555
21,-9.26489543914795
22,4.9664082527160645
23,-5.776945114135742
24,6.983684539794922
25,-5.751136302947998
26,1.6896073818206787
0,1.0
1,0.5044475197792053
2,974.5960579269098
3,700.0090925383471
4,2458.740234375
5,42.96875
6,0.22896
7,-217.26535034179688
8,30.797992706298828
9,9.356897354125977
10,-5.530339241027832
11,-8.176223754882812
12,-8.629659652709961
13,-8.554987907409668
14,-12.26302719116211
15,-6.603748321533203
16,0.6492817401885986
17,-1.512277364730835
18,-3.6477577686309814
19,-3.659641981124878
20,-0.29861873388290405
21,-3.37298846244812
22,-4.308791160583496
23,-2.2526068687438965
24,2.3215668201446533
25,1.106988549232483
26,-4.084259986877441
0,1.0
1,0.6020222902297974
2,927.0825819469026
3,614.956907878419
4,2129.150390625
5,33.447265625
6,0.23516000000000004
7,-209.6743927001953
8,63.864349365234375
9,-37.01836395263672
10,42.41286087036133
11,-46.63147735595703
12,34.557228088378906
13,-39.579185485839844
14,26.376672744750977
15,-36.68303298950195
16,22.652629852294922
17,-21.947023391723633
18,17.393171310424805
19,-16.501724243164062
20,10.409811973571777
21,-10.308279037475586
22,4.002522945404053
23,-4.468031883239746
24,-3.085348606109619
25,1.5662565231323242
26,-3.2451088428497314
0,1.0
1,0.5675403475761414
2,914.172584394184
3,636.3232930950793
4,2262.451171875
5,41.9921875
6,0.22877999999999998
7,-135.16171264648438
8,45.01193618774414
9,-12.112110137939453
10,20.061777114868164
11,-28.406396865844727
12,2.071873903274536
13,-24.27597999572754
14,7.223616123199463
15,-17.550857543945312
16,10.60359001159668
17,-16.290681838989258
18,9.422269821166992
19,-17.19876480102539
20,8.055621147155762
21,-11.594473838806152
22,7.812686920166016
23,-10.556970596313477
24,8.481067657470703
25,-8.697916030883789
26,4.558207035064697
0,1.0
1,0.42890244722366333
2,769.2508069967091
3,603.4429958041313
4,2276.85546875
5,58.10546875
6,0.18712
7,-277.0921936035156
8,64.24440002441406
9,-0.8204180002212524
10,-1.5386649370193481
11,-23.345584869384766
12,2.613144636154175
13,-24.222225189208984
14,-5.972200393676758
15,-22.482831954956055
16,8.039663314819336
17,-15.490806579589844
18,5.2848920822143555
19,-15.418583869934082
20,6.648278713226318
21,-15.22332763671875
22,2.57960844039917
23,-11.007719039916992
24,9.54947280883789
25,-7.254299163818359
26,4.498701095581055
0,1.0
1,0.5664451718330383
2,1006.6015184332931
3,679.9000151378712
4,2344.7265625
5,29.541015625
